UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
181419,"R",4080,"R",0,"R",170,"R",4080,"Z",0,"R",170,"R",4080,"Z",0,"R",170,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,.,.,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,.,.,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,"R",4080,"R",0,"R",4080,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10776,"R",12718,"R",12718,"R",12718,"R",7466,"R",9243,"R",9243,"R",9243,"R",7466,"R",9243,"R",9243,"R",9243
181428,"R",11040,"R",601,"R",368,"R",11040,"R",601,"R",368,"R",29700,"R",601,"R",990,"R",8964,"R",582,"R",332,"R",8964,"R",582,"R",332,"R",25677,"R",582,"R",951,"Y",.,"Y",.,"Y",.,"Y",.,"R",36369,"R",10324,"R",82426,"R",10324,"R",34422,"R",675,"R",51442,"R",675,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",25274,"R",675,"R",31594,"R",675,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
181446,"R",34582,"R",982,"R",1236,"R",34582,"R",982,"R",1236,"R",34582,"R",982,"R",1236,"R",5043,"R",50,"R",420,"R",5043,"R",50,"R",420,"R",5043,"R",50,"R",420,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",30598,"R",796,"R",31394,"R",31974,"R",920,"R",32894,"R",33252,"R",950,"R",34202,"R",34582,"R",982,"R",35564,.,.,"R",30598,"R",796,"R",31394,"R",31974,"R",920,"R",32894,"R",33252,"R",950,"R",34202,"R",34582,"R",982,"R",35564,.,.,"R",30598,"R",796,"R",31394,"R",31974,"R",920,"R",32894,"R",33252,"R",950,"R",34202,"R",34582,"R",982,"R",35564,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",8758,"R",9150,"R",9622,"R",10172,"R",3500,"R",3500,"R",3500,"R",3500,"R",8758,"R",9150,"R",9622,"R",11048,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500
181464,"R",7560,"R",1806,"R",252,"R",7560,"R",1806,"R",252,"R",24000,"R",1806,"R",800,"R",5976,"R",1599,"R",332,"R",5976,"R",1599,"R",332,"R",17280,"R",1599,"R",960,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",24220,"R",1806,"R",24220,"R",1806,"R",11850,"R",3388,"R",31620,"R",3388,"R",6757,"R",1780,"R",8537,"R",7125,"R",1853,"R",8978,"R",7350,"R",1892,"R",9242,"R",7560,"R",1962,"R",9522,.,.,"R",6757,"R",1780,"R",8537,"R",7125,"R",1853,"R",8978,"R",7350,"R",1892,"R",9242,"R",7560,"R",1962,"R",9522,.,.,"R",21278,"R",1780,"R",23058,"R",22245,"R",1853,"R",24098,"R",23146,"R",1892,"R",25038,"R",24000,"R",1828,"R",25828,.,.,"R",1012,"R",1070,"R",1016,"R",1044,"R",10826,"R",11044,"R",11430,"R",11830,"R",3870,"R",3970,"R",3248,"R",3320,"R",9774,"R",10526,"R",11430,"R",11830,"R",3870,"R",3970,"R",3246,"R",3320,"R",3870,"R",3970,"R",3248,"R",3320
181491,"R",2970,"R",690,"R",99,"R",2970,"R",690,"R",99,"R",4170,"R",690,"R",139,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2700,"R",585,"R",3285,"R",2820,"R",585,"R",3405,"R",2880,"R",600,"R",3480,"R",2970,"R",690,"R",3660,.,.,"R",2700,"R",585,"R",3285,"R",2820,"R",585,"R",3405,"R",2880,"R",600,"R",3480,"R",2970,"R",690,"R",3660,.,.,"R",3780,"R",585,"R",4365,"R",3960,"R",585,"R",4545,"R",4035,"R",600,"R",4635,"R",4170,"R",690,"R",4860,.,.,"R",1554,"R",1535,"R",1419,"R",1372,"R",8002,"R",8165,"R",8605,"R",8920,"R",1471,"R",1471,"R",1443,"R",1449,"R",7770,"R",7770,"R",8008,"R",7927,"R",2275,"R",2264,"R",2258,"R",2342,"R",2225,"R",2214,"R",2208,"R",2292
181534,"R",5520,"R",2184,"R",182,"R",5520,"R",2184,"R",182,"R",5520,"R",2184,"R",182,"R",8898,"R",0,"R",371,"R",8898,"Z",0,"R",371,"R",8898,"Z",0,"R",371,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5248,"R",2090,"R",7338,"R",5400,"R",2112,"R",7512,"R",5400,"R",2112,"R",7512,"R",5520,"R",2184,"R",7704,.,.,"R",5248,"R",2090,"R",7338,"R",5400,"R",2112,"R",7512,"R",5400,"R",2112,"R",7512,"R",5520,"R",2184,"R",7704,.,.,"R",5248,"R",2090,"R",7338,"R",5400,"R",2112,"R",7512,"R",5400,"R",2112,"R",7512,"R",5520,"R",2184,"R",7704,.,.,"R",1110,"R",1200,"R",1200,"R",1200,"R",7488,"R",8640,"R",8640,"R",9088,"R",2720,"R",2880,"R",2880,"R",2944,"R",7488,"R",8640,"R",8640,"R",9088,"R",2720,"R",2880,"R",2880,"R",2944,"R",2720,"R",2880,"R",2880,"R",2944
181543,"R",6400,"R",551,"R",200,"R",6400,"R",551,"R",200,"R",6400,"R",551,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6400,"R",901,"R",7301,.,.,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6400,"R",901,"R",7301,.,.,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6240,"R",486,"R",6726,"R",6400,"R",901,"R",7301,.,.,"R",300,"R",300,"R",300,"R",300,"R",3816,"R",3906,"R",3840,"R",3672,"R",1395,"R",1782,"R",1152,"R",2024,"R",9810,"R",11196,"R",9520,"R",10280,"R",6390,"R",3186,"R",2504,"R",2304,"R",4455,"R",6525,"R",1360,"R",1120
181604,"R",20750,"R",0,"R",765,"R",20750,"Z",0,"R",765,"R",20750,"Z",0,"R",765,"R",17930,"R",0,"R",652,"R",17930,"Z",0,"R",652,"R",17930,"Z",0,"R",652,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",29954,"R",0,"R",29954,"R",19950,"R",0,"R",19950,"R",20350,"R",0,"R",20350,"R",20750,"R",0,"R",20750,.,.,"R",29954,"R",0,"R",29954,"R",19950,"R",0,"R",19950,"R",20350,"R",0,"R",20350,"R",20750,"R",0,"R",20750,.,.,"R",29954,"R",0,"R",29954,"R",19950,"R",0,"R",19950,"R",20350,"R",0,"R",20350,"R",20750,"R",0,"R",20750,.,.,"R",1040,"R",952,"R",972,"R",848,"R",7550,"R",7550,"R",7700,"R",7850,"R",2418,"R",2518,"R",2568,"R",2934,"R",8354,"R",9414,"R",9602,"R",10548,"R",3262,"R",3320,"R",3386,"R",3654,"R",3210,"R",3606,"R",3678,"R",4428
181640,"R",2448,"R",144,"R",102,"R",2448,"R",144,"R",102,"R",2952,"R",144,"R",123,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3137,"R",77,"R",3214,"R",3468,"R",102,"R",3570,"R",3038,"R",90,"R",3128,"R",2448,"R",144,"R",2592,.,.,"R",3137,"R",77,"R",3214,"R",3468,"R",102,"R",3570,"R",3038,"R",90,"R",3128,"R",2448,"R",144,"R",2592,.,.,"R",3852,"R",77,"R",3929,"R",4080,"R",102,"R",4182,"R",3668,"R",90,"R",3758,"R",2952,"R",144,"R",3096,.,.,"R",1650,"R",1650,"R",1650,"R",1460,"R",6150,"R",6150,"R",5700,"R",8118,"R",2550,"R",2550,"R",2550,"R",2260,"R",6150,"R",6150,"R",5700,"R",4059,"R",2550,"R",2550,"R",2550,"R",2260,"R",2550,"R",2550,"R",2550,"R",2260
181738,"R",23520,"R",1100,"R",980,"R",23520,"R",1100,"R",980,"R",23520,"R",1100,"R",980,"R",26160,"R",3600,"A",.,"R",26160,"R",3600,"A",.,"R",26160,"R",3600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21456,"R",1082,"R",22538,"R",21970,"R",1100,"R",23070,"R",22680,"R",1100,"R",23780,"R",23520,"R",1100,"R",24620,.,.,"R",21456,"R",1082,"R",22538,"R",21970,"R",1100,"R",23070,"R",22680,"R",1100,"R",23780,"R",23520,"R",1100,"R",24620,.,.,"R",21456,"R",1082,"R",22538,"R",21970,"R",1100,"R",23070,"R",22680,"R",1100,"R",23780,"R",23520,"R",1100,"R",24620,.,.,"R",1000,"R",1200,"R",1200,"R",1600,"R",6800,"R",7100,"R",7300,"R",7170,"R",3620,"R",3620,"R",3620,"R",3210,"R",8600,"R",8900,"R",9000,"R",9090,"R",3920,"R",3920,"R",3920,"R",3690,"R",5370,"R",5370,"R",5370,"R",3380
181765,"R",4590,"R",757,"R",135,"R",4590,"R",757,"R",135,"R",4590,"R",757,"R",135,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4356,"R",354,"R",4710,"R",4420,"R",728,"R",5148,"R",4472,"R",728,"R",5200,"R",4590,"R",757,"R",5347,.,.,"R",4356,"R",354,"R",4710,"R",4420,"R",728,"R",5148,"R",4472,"R",728,"R",5200,"R",4590,"R",757,"R",5347,.,.,"R",4356,"R",354,"R",4710,"R",4420,"R",728,"R",5148,"R",4472,"R",728,"R",5200,"R",4590,"R",757,"R",5347,.,.,"R",1000,"R",1010,"R",1010,"R",728,"R",7098,"R",7098,"R",7922,"R",8080,"R",3600,"R",3600,"R",3676,"R",3552,"R",6680,"R",6680,"R",6820,"R",6500,"R",3600,"R",3600,"R",3676,"R",4722,"R",2200,"R",1800,"R",1838,"R",3842
181783,"R",5445,"R",1760,"R",182,"R",5445,"R",1760,"R",182,"R",10890,"R",1760,"R",363,"R",4086,"R",1220,"R",227,"R",4086,"R",1220,"R",227,"R",8172,"R",1220,"R",454,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4800,"R",1662,"R",6462,"R",5138,"R",1710,"R",6848,"R",5430,"R",1742,"R",7172,"R",5460,"R",1742,"R",7202,.,.,"R",4800,"R",1662,"R",6462,"R",5138,"R",1710,"R",6848,"R",5430,"R",1742,"R",7172,"R",5460,"R",1742,"R",7202,.,.,"R",9600,"R",1662,"R",11262,"R",10276,"R",1710,"R",11986,"R",10860,"R",1742,"R",12602,"R",10920,"R",1742,"R",12662,.,.,"R",1120,"R",1192,"R",1200,"R",1200,"R",7110,"R",7430,"R",7800,"R",8270,"R",2772,"R",2952,"R",3006,"R",3080,"R",7110,"R",7430,"R",7800,"R",8270,"R",2772,"R",2952,"R",3006,"R",3080,"R",4436,"R",4690,"R",3006,"R",3080
181817,"R",2496,"R",420,"R",104,"R",2496,"R",420,"R",104,"R",2520,"R",420,"R",105,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2280,"R",420,"R",2700,"R",2340,"R",420,"R",2760,"R",2400,"R",420,"R",2820,"R",2496,"R",420,"R",2916,.,.,"R",2280,"R",420,"R",2700,"R",2340,"R",420,"R",2760,"R",2400,"R",420,"R",2820,"R",2496,"R",420,"R",2916,.,.,"R",2508,"R",420,"R",2928,"R",2508,"R",420,"R",2928,"R",2508,"R",420,"R",2928,"R",2520,"R",420,"R",2940,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",6480,"R",6594,"R",6766,"R",6912,"R",3254,"R",3417,"R",3402,"R",3270,"R",6480,"R",6594,"R",6766,"R",6912,"R",3254,"R",3417,"R",3402,"R",3270,"R",3254,"R",3417,"R",3402,"R",3270
181853,"R",18910,"R",400,"R",660,"R",18910,"R",400,"R",660,"R",18910,"R",400,"R",660,"R",4500,"R",600,"R",425,"R",4500,"R",600,"R",425,"R",4500,"R",600,"R",425,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17300,"R",400,"R",17700,"R",18360,"R",400,"R",18760,"R",18910,"R",400,"R",19310,"R",18910,"R",400,"R",19310,.,.,"R",17300,"R",400,"R",17700,"R",18360,"R",400,"R",18760,"R",18910,"R",400,"R",19310,"R",18910,"R",400,"R",19310,.,.,"R",17300,"R",400,"R",17700,"R",18360,"R",400,"R",18760,"R",18910,"R",400,"R",19310,"R",18910,"R",400,"R",19310,.,.,"R",250,"R",300,"R",300,"R",300,"R",6600,"R",7000,"R",7220,"R",8450,"R",2200,"R",2200,"R",2750,"R",2750,"R",6600,"R",7000,"R",7620,"R",7620,"R",2200,"R",2200,"R",2750,"R",2750,"R",2200,"R",2200,"R",2750,"R",2750
182005,"R",3083,"R",525,"R",120,"R",3083,"R",525,"R",120,"R",10273,"R",525,"R",233,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2745,"R",165,"R",2910,"R",2850,"R",435,"R",3285,"R",2962,"R",495,"R",3457,"R",3127,"R",525,"R",3652,.,.,"R",2745,"R",165,"R",2910,"R",2850,"R",435,"R",3285,"R",2962,"R",495,"R",3457,"R",3127,"R",525,"R",3652,.,.,"R",9390,"R",165,"R",9555,"R",9628,"R",435,"R",10063,"R",9875,"R",495,"R",10370,"R",10317,"R",525,"R",10842,.,.,"R",1040,"R",1061,"R",1175,"R",1280,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7613,"R",7766,"R",10287,"R",10287,"R",5199,"R",5371,"R",4654,"R",4654,"R",5199,"R",5371,"R",4654,"R",4654
182111,"R",17316,"R",0,"R",481,"R",17316,"Z",0,"R",481,"R",17316,"Z",0,"R",481,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17317,"R",96,"R",17413,"R",17316,"R",94,"R",17410,"R",17316,"R",0,"R",17316,"R",17316,"R",0,"R",17316,.,.,"R",17317,"R",96,"R",17413,"R",17316,"R",94,"R",17410,"R",17316,"R",0,"R",17316,"R",17316,"R",0,"R",17316,.,.,"R",17317,"R",96,"R",17413,"R",17316,"R",94,"R",17410,"R",17316,"R",0,"R",17316,"R",17316,"R",0,"R",17316,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6377,"R",6328,"R",6652,"R",6652,"R",5433,"R",5612,"R",5899,"R",5899,"R",3803,"R",3928,"R",4129,"R",4129
182148,"R",14923,"R",0,"A",.,"R",14923,"Z",0,"A",.,"R",14923,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12360,"R",150,"R",12510,"R",12360,"R",150,"R",12510,"R",13650,"R",150,"R",13800,"R",14202,"R",0,"R",14202,.,.,"R",12360,"R",150,"R",12510,"R",12360,"R",150,"R",12510,"R",13650,"R",150,"R",13800,"R",14202,"R",0,"R",14202,.,.,"R",12360,"R",150,"R",12510,"R",12360,"R",150,"R",12510,"R",13650,"R",150,"R",13800,"R",14202,"R",0,"R",14202,.,.,"R",1737,"R",1737,"R",2025,"R",2233,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8145,"R",8145,"R",8631,"R",12204,"R",4869,"R",4869,"R",4923,"R",6732,"R",4869,"R",4869,"R",4923,"R",4428
182281,"R",7454,"R",717,"R",233,"R",7454,"R",717,"R",233,"R",22505,"R",717,"R",489,"R",5459,"R",699,"R",286,"R",5459,"R",699,"R",286,"R",20510,"R",699,"R",600,"Y",.,"Y",.,"Y",.,"Y",.,"R",55692,"R",1578,"R",95427,"R",1578,"R",35651,"R",1295,"R",64651,"R",1295,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",25900,"R",1202,"R",37800,"R",1202,"R",6517,"R",666,"R",7183,"R",6899,"R",766,"R",7665,"R",7169,"R",816,"R",7985,"R",7454,"R",837,"R",8291,.,.,"R",6517,"R",666,"R",7183,"R",6899,"R",766,"R",7665,"R",7169,"R",816,"R",7985,"R",7454,"R",837,"R",8291,.,.,"R",20427,"R",666,"R",21093,"R",21087,"R",766,"R",21853,"R",22316,"R",816,"R",23132,"R",22505,"R",837,"R",23342,.,.,"R",1298,"R",1298,"R",1250,"R",1250,"R",10710,"R",10806,"R",10780,"R",10892,"R",3608,"R",3682,"R",4020,"R",4288,"R",9190,"R",9286,"R",9804,"R",9998,"R",5682,"R",5756,"R",6074,"R",6380,"R",5682,"R",5756,"R",6074,"R",6380
