UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
105589,1 ,2,"R",28504,"R",209867,"R",32,"R",878,"R",0,"R",214,"R",97231,"R",29596,"R",307130,"R",336726,"R",4533,"R",49488,"R",54021,1,"R",1760,"R",404,"R",2,"R",148598,1,"R",31663,"R",10000,"R",112000,"R",0,"R",122000,"R",0,"R",16100,"R",16100,"R",318361,286698
105659,2 ,2,"R",58,"R",0,"R",1,"R",2,"R",0,"R",15,"R",0,"R",75,"R",1,"R",76,"R",4,"R",2500,"R",2504,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105668,1 ,2,"R",18318,"R",225278,"R",81,"R",6504,"R",40252,"R",32,"R",44029,"R",24854,"R",309640,"R",334494,"R",1045,"R",36454,"R",37499,1,"R",151,"R",172,"R",0,"R",757448,2,"Z",0,"R",12858,"R",167252,"R",6607,"R",186717,"R",0,"R",0,"R",0,"R",944165,944165
105747,1 ,2,"R",31833,"R",203301,"R",122,"R",1828,"R",40983,"R",149,"Z",0,"R",33810,"R",244406,"R",278216,"R",3825,"R",6044,"R",9869,1,"R",206,"R",42,"R",0,"R",578661,2,"Z",0,"R",129014,"R",106843,"R",0,"R",235857,"R",0,"R",7610,"R",7610,"R",822128,822128
105792,1 ,2,"R",35912,"R",209757,"R",85,"R",2710,"R",65427,"R",1862,"R",72543,"R",40484,"R",347812,"R",388296,"R",588,"R",3247,"R",3835,1,"R",20,"R",38,"R",0,"R",855293,1,"R",263965,"R",35558,"R",125293,"R",0,"R",160851,"R",0,"R",179200,"R",179200,"R",1459309,1195344
105899,1 ,2,"R",23835,"R",20370,"R",21,"R",11393,"R",19,"R",488,"R",0,"R",35716,"R",20410,"R",56126,"R",803,"R",6648,"R",7451,1,"R",43,"R",67,"R",0,"R",96049,1,"R",26307,"R",961,"R",72652,"R",961,"R",74574,"R",101,"R",2179,"R",2280,"R",199210,172903
106041,1 ,2,"R",165,"R",0,"R",20,"R",0,"R",1260,"R",14,"R",0,"R",179,"R",1280,"R",1459,"R",170,"R",16,"R",186,2,"A",,"A",,"R",0,"R",109252,2,"Z",0,"R",0,"R",650,"R",350,"R",1000,"R",0,"R",0,"R",0,"R",110252,110252
106148,1 ,2,"R",87365,"R",231747,"R",36,"R",20986,"R",1284,"R",346,"R",9549,"R",108697,"R",242616,"R",351313,"R",47202,"R",6264,"R",53466,1,"R",36560,"R",6859,"R",1,"R",759348,1,"R",231708,"R",103700,"R",139141,"R",0,"R",242841,"R",216,"R",55749,"R",55965,"R",1289862,1058154
106245,1 ,2,"R",340016,"R",97967,"R",197,"R",31202,"R",34005,"R",2871,"R",69089,"R",374089,"R",201258,"R",575347,"R",13695,"R",31776,"R",45471,1,"R",2827,"R",3919,"R",1,"R",1094315,1,"R",286544,"R",13998,"R",1461498,"R",5134,"R",1480630,"R",0,"R",286554,"R",286554,"R",3148043,2861499
106263,1 ,2,"R",24610,"R",16002,"Z",0,"R",180,"R",2338,"R",43,"R",59866,"R",24833,"R",78206,"R",103039,"R",2900,"R",13000,"R",15900,1,"R",1468,"R",4178,"R",0,"R",1686911,1,"R",583975,"R",107957,"R",2072027,"R",15519,"R",2195503,"R",0,"R",188706,"R",188706,"R",4655095,4071120
106306,2 ,2,"R",24160,"Z",0,"R",4,"R",5,"R",0,"R",46,"R",55,"R",24211,"R",59,"R",24270,"R",22,"R",2150,"R",2172,1,"R",5,"R",11,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106342,1 ,2,"R",112263,"R",135868,"R",55,"R",2239,"R",37,"R",2511,"R",52091,"R",117013,"R",188051,"R",305064,"R",5042,"R",862,"R",5904,1,"R",192,"R",322,"R",0,"R",221236,2,"Z",0,"R",10162,"R",229794,"R",0,"R",239956,"R",3398,"R",58743,"R",62141,"R",523333,523333
106397,1 ,2,"R",1061218,"R",703745,"R",331,"R",228878,"R",101451,"R",60187,"R",173320,"R",1350283,"R",978847,"R",2329130,"R",32512,"R",673925,"R",706437,1,"R",27780,"R",34574,"R",4,"R",6927388,1,"R",1796541,"R",787112,"R",6614865,"R",479296,"R",7881273,"R",22087,"R",1398598,"R",1420685,"R",18025887,16229346
106412,1 ,2,"R",132905,"R",30000,"R",110,"R",1207,"R",280,"R",75,"R",104480,"R",134187,"R",134870,"R",269057,"R",1660,"R",14843,"R",16503,1,"R",277,"R",399,"R",5,"R",684702,1,"R",212260,"R",9303,"R",176584,"R",164113,"R",350000,"R",1225,"R",23583,"R",24808,"R",1271770,1059510
106449,1 ,2,"R",78078,"R",171310,"R",98,"R",4446,"R",243,"R",146,"R",0,"R",82670,"R",171651,"R",254321,"R",4331,"R",21739,"R",26070,1,"R",2103,"R",34,"R",1,"R",279740,1,"R",100098,"R",59131,"R",114982,"R",0,"R",174113,"R",0,"R",44192,"R",44192,"R",598143,498045
106458,1 ,2,"R",435795,"R",589021,"R",341,"R",22863,"R",159521,"R",2729,"R",87430,"R",461387,"R",836313,"R",1297700,"R",29507,"R",79629,"R",109136,1,"R",7631,"R",3330,"R",0,"R",1349531,1,"R",423009,"R",285963,"R",1492182,"R",0,"R",1778145,"R",13148,"R",191718,"R",204866,"R",3755551,3332542
106467,1 ,2,"R",157720,"R",524663,"R",384,"R",32841,"R",76631,"R",7211,"R",72808,"R",197772,"R",674486,"R",872258,"R",8961,"R",269155,"R",278116,1,"R",2301,"R",1386,"R",0,"R",776865,1,"R",247038,"R",49826,"R",573108,"R",0,"R",622934,"R",1869,"R",207270,"R",209139,"R",1855976,1608938
106485,1 ,2,"R",159578,"R",4790,"R",110,"R",18741,"R",58745,"R",129,"R",2660,"R",178448,"R",66305,"R",244753,"R",3458,"R",191,"R",3649,1,"R",194,"R",105,"R",0,"R",331303,1,"R",81748,"R",13922,"R",197818,"R",0,"R",211740,"R",2024,"R",57205,"R",59229,"R",684020,602272
106546,1 ,2,"R",318,"R",106,"R",9,"R",158,"R",0,"R",55,"R",338,"R",531,"R",453,"R",984,"R",19,"R",1621,"R",1640,1,"R",161,"R",0,"R",0,"R",55146,1,"R",13764,"R",191,"R",316956,"R",0,"R",317147,"R",385,"R",158,"R",543,"R",386600,372836
106625,1 ,2,"R",20874,"R",61,"R",97,"R",597,"R",0,"R",112,"R",0,"R",21583,"R",158,"R",21741,"R",339,"R",41,"R",380,1,"R",0,"R",1,"R",0,"R",98765,1,"R",29928,"R",9968,"R",45984,"R",370,"R",56322,"R",0,"R",1550,"R",1550,"R",186565,156637
106704,1 ,2,"R",303813,"R",254,"R",150,"R",13683,"R",50,"R",2709,"R",408399,"R",320205,"R",408853,"R",729058,"R",35798,"R",16397,"R",52195,1,"R",4282,"R",4652,"R",0,"R",1387441,1,"R",502113,"R",177002,"R",1092645,"R",37749,"R",1307396,"R",5831,"R",361296,"R",367127,"R",3564077,3061964
106713,2 ,2,"R",44322,"R",458520,"R",113,"R",780,"R",305,"R",12,"R",2,"R",45114,"R",458940,"R",504054,"R",1824,"R",1527,"R",3351,1,"R",86,"R",40,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106795,1 ,2,"R",8733,"R",5,"R",85,"R",94,"R",0,"R",0,"R",0,"R",8827,"R",90,"R",8917,"R",1466,"R",20,"R",1486,1,"R",0,"R",0,"R",2,"R",92215,1,"R",19874,"R",1169,"R",30000,"R",3688,"R",34857,"R",0,"R",1600,"R",1600,"R",148546,128672
106810,2 ,2,"R",17041,"R",1180000,"Z",0,"R",315,"R",54,"R",20,"R",0,"R",17376,"R",1180054,"R",1197430,"R",82,"R",91,"R",173,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106883,1 ,2,"R",21897,"Z",0,"R",7,"R",8632,"Z",0,"Z",0,"Z",0,"R",30529,"R",7,"R",30536,"R",3417,"R",212,"R",3629,1,"R",15,"R",21,"R",0,"R",121000,1,"R",39105,"R",42000,"R",12042,"R",26021,"R",80063,"R",0,"R",1352,"R",1352,"R",241520,202415
106980,1 ,2,"R",23639,"R",62999,"R",77,"R",2102,"R",889,"R",46,"R",0,"R",25787,"R",63965,"R",89752,"R",4449,"R",10998,"R",15447,1,"R",5,"R",56,"R",0,"R",198475,1,"R",61770,"R",39100,"R",15300,"R",0,"R",54400,"R",0,"R",18400,"R",18400,"R",333045,271275
106999,1 ,2,"R",13635,"R",615,"R",122,"R",2188,"R",0,"R",44,"R",0,"R",15867,"R",737,"R",16604,"R",548,"R",7444,"R",7992,1,"R",7,"R",34,"R",0,"R",87060,1,"R",27733,"R",4892,"R",13492,"R",0,"R",18384,"R",0,"R",32665,"R",32665,"R",165842,138109
107044,1 ,2,"R",186860,"R",430601,"R",188,"R",249115,"R",450609,"R",916,"R",86289,"R",436891,"R",967687,"R",1404578,"R",21358,"R",60534,"R",81892,1,"R",3214,"R",2600,"R",0,"R",685676,1,"R",216299,"R",48643,"R",481607,"R",7776,"R",538026,"R",32791,"R",122461,"R",155252,"R",1595253,1378954
107071,1 ,2,"R",231457,"R",2101743,"R",188,"R",11342,"R",2358418,"R",671,"R",86,"R",243470,"R",4460435,"R",4703905,"R",13086,"R",11878,"R",24964,1,"R",1487,"R",620,"R",0,"R",675245,1,"R",215415,"R",35337,"R",478355,"R",15010,"R",528702,"R",9809,"R",45827,"R",55636,"R",1474998,1259583
107080,1 ,2,"R",197801,"R",40428,"R",53,"R",4753,"R",68484,"R",257,"R",97710,"R",202811,"R",206675,"R",409486,"R",10719,"R",4305,"R",15024,1,"R",1008,"R",721,"R",0,"R",393475,2,"Z",0,"R",48000,"R",361683,"R",0,"R",409683,"R",4000,"R",75330,"R",79330,"R",882488,882488
107123,2 ,1,"A",,"R",5010,"R",122,"A",,"R",25,"A",,"R",21000,"A",,"R",26157,"R",26157,"A",,"R",10,"R",10,1,"R",324,"R",11,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107141,1 ,2,"R",104749,"R",335031,"R",145,"R",9033,"R",71563,"R",1025,"R",93206,"R",114807,"R",499945,"R",614752,"R",16263,"R",3034070,"R",3050333,1,"R",717,"R",2194,"R",1,"R",388034,1,"R",114490,"R",17494,"R",154486,"R",20199,"R",192179,"R",2367,"R",57790,"R",60157,"R",754860,640370
107318,1 ,2,"R",20780,"R",0,"R",68,"R",2662,"R",36977,"R",0,"R",0,"R",23442,"R",37045,"R",60487,"R",597,"R",1704,"R",2301,1,"R",0,"R",0,"R",0,"R",91286,1,"R",28146,"R",5601,"R",10639,"R",0,"R",16240,"R",1301,"R",14091,"R",15392,"R",151064,122918
107327,1 ,2,"R",22249,"R",0,"R",5,"R",204,"R",0,"R",24,"R",20,"R",22477,"R",25,"R",22502,"R",915,"R",20,"R",935,1,"R",123,"R",127,"R",0,"R",85394,1,"R",20667,"R",7300,"R",39000,"R",0,"R",46300,"R",0,"R",8300,"R",8300,"R",160661,139994
107460,1 ,2,"R",8161,"R",65000,"R",20,"R",1527,"R",8050,"R",20,"R",0,"R",9708,"R",73070,"R",82778,"R",1274,"R",6000,"R",7274,1,"R",0,"R",0,"R",1,"R",84456,1,"R",31684,"R",10126,"R",65740,"R",0,"R",75866,"R",0,"R",14831,"R",14831,"R",206837,175153
107512,1 ,2,"R",155577,"R",12910,"R",150,"R",7628,"R",173665,"R",1723,"R",58005,"R",164928,"R",244730,"R",409658,"R",19755,"R",80566,"R",100321,1,"R",998,"R",224,"R",1,"R",566142,2,"Z",0,"R",12342,"R",246154,"R",5809,"R",264305,"R",22843,"R",69307,"R",92150,"R",922597,922597
107521,1 ,2,"R",17133,"R",3654,"R",55,"R",2923,"R",0,"R",1551,"R",0,"R",21607,"R",3709,"R",25316,"R",2467,"R",180871,"R",183338,1,"R",255,"R",51,"R",0,"R",89649,1,"R",28097,"R",6199,"R",745,"R",13350,"R",20294,"R",157,"R",4425,"R",4582,"R",142622,114525
107549,1 ,2,"R",14638,"Z",0,"Z",0,"R",1951,"R",103,"R",43,"Z",0,"R",16632,"R",103,"R",16735,"R",256,"R",40419,"R",40675,1,"R",16,"R",57,"R",0,"R",41900,1,"R",21980,"R",1047,"R",21130,"R",0,"R",22177,"R",750,"R",13208,"R",13958,"R",100015,78035
107558,1 ,2,"R",161621,"Z",0,"R",152,"R",3617,"R",1027400,"R",177,"Z",0,"R",165415,"R",1027552,"R",1192967,"R",4470,"R",3200,"R",7670,1,"R",226,"R",41,"R",0,"R",122815,1,"R",29139,"R",5912,"R",10155,"R",507,"R",16574,"R",5607,"R",11883,"R",17490,"R",186018,156879
107585,1 ,2,"R",27457,"R",205289,"R",38,"R",1222,"R",109421,"R",47,"R",0,"R",28726,"R",314748,"R",343474,"R",7687,"R",52684,"R",60371,1,"R",0,"R",12,"R",0,"R",114360,1,"R",35502,"R",11453,"R",44875,"R",0,"R",56328,"R",0,"R",5752,"R",5752,"R",211942,176440
107600,1 ,2,"R",61855,"R",23654,"R",52,"R",4902,"Z",0,"R",95,"R",160,"R",66852,"R",23866,"R",90718,"R",435,"R",1000,"R",1435,1,"R",110,"R",18,"R",0,"R",162680,1,"R",24076,"R",30905,"R",23008,"R",2000,"R",55913,"R",725,"R",2100,"R",2825,"R",245494,221418
107619,1 ,2,"R",27410,"R",180238,"R",35,"R",4067,"R",0,"R",2199,"R",0,"R",33676,"R",180273,"R",213949,"R",391,"R",402,"R",793,1,"R",23,"R",54,"R",2,"R",141085,1,"R",42076,"R",1143,"R",49649,"R",54329,"R",105121,"R",3325,"R",0,"R",3325,"R",291607,249531
107637,1 ,2,"R",5685,"R",65773,"R",65,"R",102,"R",0,"R",146,"R",5,"R",5933,"R",65843,"R",71776,"R",62,"R",280,"R",342,1,"R",17,"R",4,"R",1,"R",102053,1,"R",34004,"R",0,"R",33678,"R",903,"R",34581,"R",0,"R",7780,"R",7780,"R",178418,144414
107664,1 ,2,"R",34282,"R",164656,"R",76,"R",3249,"R",0,"R",90,"R",0,"R",37621,"R",164732,"R",202353,"R",3231,"R",110318,"R",113549,1,"R",54,"R",4,"R",1,"R",249542,1,"R",109572,"R",85630,"R",107406,"R",0,"R",193036,"R",0,"R",106700,"R",106700,"R",658850,549278
107725,1 ,2,"R",4614,"R",227243,"R",180,"R",1395,"R",0,"R",37,"R",0,"R",6046,"R",227423,"R",233469,"R",182,"R",9322,"R",9504,1,"R",6,"R",31,"R",0,"R",113724,1,"R",36040,"R",1397,"R",37197,"R",1316,"R",39910,"R",0,"R",6721,"R",6721,"R",196395,160355
107743,1 ,2,"R",13758,"R",77754,"R",24,"R",459,"R",15,"Z",0,"Z",0,"R",14217,"R",77793,"R",92010,"R",1263,"R",8491,"R",9754,1,"R",14,"R",39,"R",0,"R",72301,1,"R",22732,"R",4287,"R",13645,"R",1251,"R",19183,"R",0,"R",5283,"R",5283,"R",119499,96767
107840,1 ,2,"R",12700,"R",1011475,"R",61,"R",1,"R",0,"R",20,"R",0,"R",12721,"R",1011536,"R",1024257,"R",66,"R",13,"R",79,1,"R",2,"R",2,"R",0,"R",90000,1,"R",26500,"R",25000,"R",0,"R",0,"R",25000,"R",0,"R",0,"R",0,"R",141500,115000
107877,1 ,2,"R",63100,"Z",0,"R",100,"R",320,"Z",0,"R",11,"R",4,"R",63431,"R",104,"R",63535,"R",4850,"R",2226,"R",7076,1,"R",59,"R",19,"R",1,"R",96565,2,"Z",0,"R",13542,"R",25617,"R",3861,"R",43020,"R",0,"R",15597,"R",15597,"R",155182,155182
107974,1 ,2,"R",35034,"R",1365,"R",102,"R",223,"R",46407,"R",24,"R",0,"R",35281,"R",47874,"R",83155,"R",4112,"R",67579,"R",71691,1,"R",0,"R",3,"R",0,"R",109364,1,"R",43212,"R",4193,"R",27626,"R",9349,"R",41168,"R",0,"R",16462,"R",16462,"R",210206,166994
107983,1 ,2,"R",149415,"R",14006,"R",188,"R",83913,"R",105079,"R",96,"R",82,"R",233424,"R",119355,"R",352779,"R",8883,"R",4029,"R",12912,1,"R",1008,"R",200,"R",0,"R",457096,1,"R",131121,"R",179251,"R",298343,"R",69669,"R",547263,"R",671,"R",86500,"R",87171,"R",1222651,1091530
107992,2 ,2,"R",8884,"R",17709,"R",65,"R",610,"R",0,"R",22,"R",5,"R",9516,"R",17779,"R",27295,"R",788,"R",608,"R",1396,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108092,1 ,2,"R",62880,"R",4575,"R",53,"R",16241,"R",60493,"R",165,"R",12113,"R",79286,"R",77234,"R",156520,"R",7286,"R",10585,"R",17871,1,"R",643,"R",923,"R",0,"R",479110,1,"R",127092,"R",56500,"R",424019,"R",9196,"R",489715,"R",0,"R",90759,"R",90759,"R",1186676,1059584
108232,1 ,2,"R",30674,"R",9600,"R",20,"R",3831,"R",0,"R",792,"R",2,"R",35297,"R",9622,"R",44919,"R",10610,"R",230147,"R",240757,1,"R",1150,"R",212,"R",0,"R",576260,1,"R",67695,"R",130790,"R",134859,"R",2422,"R",268071,"R",4320,"R",201893,"R",206213,"R",1118239,1050544
108269,2 ,2,"R",2120,"R",721,"R",0,"R",15,"R",8,"R",0,"R",0,"R",2135,"R",729,"R",2864,"R",1115,"R",10,"R",1125,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108667,1 ,2,"R",23384,"R",200,"R",43,"R",0,"R",0,"R",63,"R",0,"R",23447,"R",243,"R",23690,"R",7623,"R",8050,"R",15673,2,"A",,"A",,"R",1,"R",601173,1,"R",300000,"R",13947,"R",79730,"R",4794,"R",98471,"R",0,"R",0,"R",0,"R",999644,699644
108807,1 ,2,"R",65325,"R",84098,"R",46,"R",3257,"R",108075,"Z",0,"Z",0,"R",68582,"R",192219,"R",260801,"R",15903,"R",354559,"R",370462,1,"R",0,"R",25,"R",2,"R",636933,1,"R",91450,"R",88530,"R",28393,"R",86551,"R",203474,"R",600,"R",16322,"R",16922,"R",948779,857329
108852,2 ,2,"R",16651,"Z",0,"Z",0,"R",1542,"Z",0,"R",181,"Z",0,"R",18374,"R",0,"R",18374,"R",4302,"R",0,"R",4302,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108870,1 ,2,"R",13000,"R",5,"R",3,"R",37000,"R",8000,"R",39,"R",3,"R",50039,"R",8011,"R",58050,"R",26000,"R",225,"R",26225,1,"R",2,"R",7,"R",0,"R",408249,1,"R",163192,"R",18000,"R",250,"R",500,"R",18750,"R",25000,"R",48850,"R",73850,"R",664041,500849
109040,2 ,2,"R",451,"R",64490,"R",10,"R",0,"R",0,"R",0,"R",21331,"R",451,"R",85831,"R",86282,"R",0,"R",7721,"R",7721,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
109086,2 ,2,"R",15194,"R",8612,"R",2,"R",869,"R",519,"R",0,"R",0,"R",16063,"R",9133,"R",25196,"R",2855,"R",1839,"R",4694,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
109208,1 ,2,"R",51911,"R",206110,"R",64,"R",1880,"R",180965,"R",125,"R",48782,"R",53916,"R",435921,"R",489837,"R",36893,"R",108404,"R",145297,1,"R",1349,"R",1378,"R",1,"R",1972513,2,"Z",0,"R",303954,"R",150,"R",12168,"R",316272,"R",0,"R",3029,"R",3029,"R",2291814,2291814
109350,1 ,2,"R",45990,"R",8033,"Z",0,"Z",0,"Z",0,"R",34,"Z",0,"R",46024,"R",8033,"R",54057,"R",33913,"R",27315,"R",61228,1,"R",619,"R",618,"R",1,"R",1005797,1,"R",349751,"R",149274,"R",23464,"R",0,"R",172738,"R",0,"R",8642,"R",8642,"R",1536928,1187177
109651,1 ,2,"R",80631,"R",240797,"R",41,"R",11711,"R",53173,"R",504,"R",4557,"R",92846,"R",298568,"R",391414,"R",27979,"R",80882,"R",108861,1,"R",0,"R",106,"R",1,"R",869548,2,"Z",0,"R",108287,"R",159026,"R",0,"R",267313,"R",4678,"R",122257,"R",126935,"R",1263796,1263796
109785,1 ,2,"R",239998,"R",169137,"R",144,"R",10969,"R",167320,"R",2285,"R",74836,"R",253252,"R",411437,"R",664689,"R",57537,"R",640000,"R",697537,1,"R",1333,"R",11437,"R",1,"R",2621913,1,"R",543938,"R",235561,"R",1093866,"R",151000,"R",1480427,"R",11079,"R",128067,"R",139146,"R",4785424,4241486
109819,1 ,2,"R",73452,"R",212196,"R",41,"R",415,"R",0,"R",687,"R",65871,"R",74554,"R",278108,"R",352662,"R",20741,"R",34864,"R",55605,1,"R",0,"R",0,"R",1,"R",647123,1,"R",262834,"R",27000,"R",87970,"R",0,"R",114970,"R",0,"R",31180,"R",31180,"R",1056107,793273
109907,1 ,2,"R",25652,"R",56958,"R",13,"R",1044,"R",12,"R",20,"R",5000,"R",26716,"R",61983,"R",88699,"R",4921,"R",77000,"R",81921,2,"A",,"A",,"R",0,"R",241039,2,"Z",0,"R",10000,"R",22860,"R",13540,"R",46400,"R",0,"R",3818,"R",3818,"R",291257,291257
110060,2 ,2,"R",50482,"R",0,"R",3,"R",5406,"R",0,"R",25,"R",5700,"R",55913,"R",5703,"R",61616,"R",2726,"R",4418,"R",7144,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
110097,1 ,2,"R",215415,"R",501096,"R",150,"R",8925,"R",35041,"R",1866,"R",97956,"R",226206,"R",634243,"R",860449,"R",71137,"R",446456,"R",517593,1,"R",14302,"R",6127,"R",0,"R",1449401,2,"Z",0,"R",238015,"R",994458,"R",23191,"R",1255664,"R",14236,"R",229422,"R",243658,"R",2948723,2948723
110219,2 ,1,"A",,"R",286161,"R",49,"A",,"R",707,"A",,"R",48133,"A",,"R",335050,"R",335050,"A",,"R",15477,"R",15477,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
110246,1 ,2,"R",73261,"R",61557,"R",76,"R",194,"R",0,"R",0,"R",0,"R",73455,"R",61633,"R",135088,"R",9339,"R",103965,"R",113304,1,"R",186,"R",195,"R",2,"R",596873,1,"R",238169,"R",56894,"R",129097,"R",27289,"R",213280,"R",0,"R",15753,"R",15753,"R",1064075,825906
110316,1 ,2,"R",31127,"R",198192,"R",55,"R",2332,"R",43874,"R",423,"R",15489,"R",33882,"R",257610,"R",291492,"R",3295,"R",127191,"R",130486,1,"R",832,"R",2144,"R",0,"R",511855,1,"R",92516,"R",51118,"R",219084,"R",13111,"R",283313,"R",20258,"R",45386,"R",65644,"R",953328,860812
110334,1 ,2,"R",62469,"R",27,"R",28,"R",2624,"R",0,"R",116,"R",0,"R",65209,"R",55,"R",65264,"R",24267,"R",4557,"R",28824,1,"R",33,"R",73,"R",0,"R",974493,2,"Z",0,"R",34074,"R",93660,"R",0,"R",127734,"R",395,"R",97467,"R",97862,"R",1200089,1200089
110361,1 ,2,"R",126845,"R",280092,"R",105,"R",60134,"R",34632,"R",15127,"R",45466,"R",202106,"R",360295,"R",562401,"R",14761,"R",103578,"R",118339,1,"R",1231,"R",1220,"R",0,"R",809139,2,"Z",0,"R",298338,"R",691435,"R",16069,"R",1005842,"R",3995,"R",91094,"R",95089,"R",1910070,1910070
110370,1 ,2,"R",60435,"R",86,"R",17,"R",4331,"R",316,"R",454,"R",20829,"R",65220,"R",21248,"R",86468,"R",14727,"R",19432,"R",34159,1,"R",3,"R",142,"R",3,"R",1068103,1,"R",295834,"R",38796,"R",103798,"R",3178,"R",145772,"R",6115,"R",26135,"R",32250,"R",1541959,1246125
110398,1 ,2,"R",169105,"R",186782,"R",212,"R",83379,"R",11104,"R",3829,"R",75668,"R",256313,"R",273766,"R",530079,"R",15375,"R",152,"R",15527,1,"R",370,"R",967,"R",0,"R",1326299,1,"R",431389,"R",203306,"R",182784,"R",722278,"R",1108368,"R",5105,"R",277329,"R",282434,"R",3148490,2717101
110404,1 ,2,"R",264985,"R",111989,"R",236,"R",6637,"R",433,"R",6030,"R",101154,"R",277652,"R",213812,"R",491464,"R",15492,"R",2101779,"R",2117271,1,"R",11358,"R",18344,"R",5,"R",2197273,1,"R",678096,"R",625730,"R",2524535,"R",0,"R",3150265,"R",0,"R",1437521,"R",1437521,"R",7463155,6785059
110413,1 ,2,"R",94908,"R",253000,"R",161,"R",2394,"R",71900,"R",1260,"R",66133,"R",98562,"R",391194,"R",489756,"R",5954,"R",218769,"R",224723,1,"R",5770,"R",920,"R",0,"R",673573,1,"R",167105,"R",74029,"R",694247,"R",0,"R",768276,"R",458,"R",67051,"R",67509,"R",1676463,1509358
110422,1 ,2,"R",251466,"R",1018815,"Z",0,"R",183685,"R",173954,"R",3191,"R",163219,"R",438342,"R",1355988,"R",1794330,"R",43430,"R",1690810,"R",1734240,1,"R",11422,"R",16983,"R",0,"R",3304708,1,"R",1643752,"R",621695,"R",1491876,"R",11479,"R",2125050,"R",11646,"R",624306,"R",635952,"R",7709462,6065710
110468,1 ,2,"R",67350,"R",16863,"R",61,"R",1980,"R",2432,"R",42,"R",3500,"R",69372,"R",22856,"R",92228,"R",27414,"R",169145,"R",196559,1,"R",8037,"R",11982,"R",6,"R",810000,1,"R",196000,"R",179000,"R",233000,"R",0,"R",412000,"R",5000,"R",399000,"R",404000,"R",1822000,1626000
110486,1 ,2,"R",328022,"R",527767,"R",142,"R",3289,"R",99,"R",7532,"R",161807,"R",338843,"R",689815,"R",1028658,"R",11368,"R",911357,"R",922725,1,"R",4161,"R",3260,"R",1,"R",1902742,1,"R",1042169,"R",132150,"R",458454,"R",530,"R",591134,"R",6579,"R",282294,"R",288873,"R",3824918,2782749
110495,1 ,2,"R",282999,"R",192737,"R",144,"R",4755,"R",371,"R",6555,"R",10504,"R",294309,"R",203756,"R",498065,"R",24570,"R",159905,"R",184475,1,"R",4945,"R",4802,"R",1,"R",1569020,2,"Z",0,"R",63638,"R",601825,"R",58292,"R",723755,"R",1800,"R",570856,"R",572656,"R",2865431,2865431
110510,1 ,2,"R",607864,"R",588353,"R",91,"R",33569,"R",9658,"R",12548,"R",134507,"R",653981,"R",732609,"R",1386590,"R",20345,"R",1552356,"R",1572701,1,"R",7303,"R",8180,"R",1,"R",2696970,2,"Z",0,"R",89678,"R",964722,"R",68399,"R",1122799,"R",9720,"R",333910,"R",343630,"R",4163399,4163399
110529,1 ,2,"R",517449,"R",314565,"R",197,"R",16731,"R",171423,"R",14240,"R",66509,"R",548420,"R",552694,"R",1101114,"R",23081,"R",2410311,"R",2433392,1,"R",8428,"R",4530,"R",0,"R",2520616,2,"Z",0,"R",62278,"R",1100589,"R",49737,"R",1212604,"R",0,"R",413301,"R",413301,"R",4146521,4146521
